588	ENST00000441866.1	chr1	+	459655	461954	459655	459655	3	459655,461153,461750,	459992,461288,461954,	0	RP5-857K21.15	none	none	-1,-1,-1,
588	ENST00000417636.1	chr1	-	521368	523833	521368	521368	3	521368,522200,523496,	521738,522335,523833,	0	RP5-857K21.1	none	none	-1,-1,-1,
73	ENST00000423796.1	chr1	+	523008	530148	523008	523008	2	523008,529614,	523081,530148,	0	RP5-857K21.2	none	none	-1,-1,
589	ENST00000357876.5	chr1	-	529838	532878	529838	529838	2	529838,532678,	530136,532878,	0	RP5-857K21.3	none	none	-1,-1,
589	ENST00000452176.1	chr1	-	562756	564390	562756	562756	3	562756,563340,564298,	563203,563603,564390,	0	RP5-857K21.5	none	none	-1,-1,-1,
589	ENST00000332831.2	chr1	-	621058	622053	621095	622034	1	621058,	622053,	0	OR4F16	cmpl	cmpl	0,
73	ENST00000414688.1	chr1	-	646721	655580	646721	646721	2	646721,655411,	647302,655580,	0	RP5-857K21.4	none	none	-1,-1,
590	ENST00000416385.1	chr1	-	677192	685396	677192	677192	2	677192,682074,	678730,685396,	0	RP11-206L10.3	none	none	-1,-1,
590	ENST00000411249.1	chr1	-	693612	693716	693612	693612	1	693612,	693716,	0	U6	none	none	-1,
590	ENST00000417659.1	chr1	-	694411	700305	694411	694411	2	694411,700102,	694503,700305,	0	RP11-206L10.5	none	none	-1,-1,
590	ENST00000422528.1	chr1	+	696290	697369	696290	696290	2	696290,697157,	696534,697369,	0	RP11-206L10.4	none	none	-1,-1,
590	ENST00000428504.1	chr1	-	700236	714006	700236	700236	7	700236,701708,703927,704876,708355,709550,713663,	700627,701767,703993,705092,708487,709660,714006,	0	RP11-206L10.2	none	none	-1,-1,-1,-1,-1,-1,-1,
590	ENST00000591702.1	chr1	+	721179	723052	721179	721179	1	721179,	723052,	0	RP11-206L10.9	none	none	-1,
590	ENST00000447500.1	chr1	-	736258	745541	736258	736258	4	736258,741178,743953,745446,	736543,741271,744003,745541,	0	RP11-206L10.8	none	none	-1,-1,-1,-1,
590	ENST00000599533.1	chr1	-	738531	739137	738531	739137	3	738531,738787,739120,	738618,738812,739137,	0	AL669831.1	incmpl	incmpl	0,2,0,
590	ENST00000435300.1	chr1	-	745488	753092	745488	745488	2	745488,752752,	745550,753092,	0	RP11-206L10.10	none	none	-1,-1,
590	ENST00000326734.1	chr1	+	752750	755214	752750	752750	2	752750,754102,	753582,755214,	0	FAM87B	none	none	-1,-1,
590	ENST00000473798.1	chr1	-	761585	762902	761585	761585	1	761585,	762902,	0	LINC00115	none	none	-1,
73	ENST00000445118.2	chr1	+	762987	794826	762987	762987	5	762987,764382,787306,788050,788770,	763155,764484,787490,788146,794826,	0	RP11-206L10.11	none	none	-1,-1,-1,-1,-1,
591	ENST00000446136.1	chr1	-	803450	812283	803450	803450	3	803450,809491,812125,	804055,810535,812283,	0	FAM41C	none	none	-1,-1,-1,
591	ENST00000594233.1	chr1	+	818042	819983	818042	819983	3	818042,819495,819960,	818058,819513,819983,	0	AL645608.2	incmpl	cmpl	0,1,1,
591	ENST00000448179.1	chr1	+	846814	850328	846814	846814	2	846814,847324,	846853,850328,	0	RP11-54O7.1	none	none	-1,-1,
591	ENST00000398216.2	chr1	+	849550	850351	849550	849550	2	849550,850182,	849824,850351,	0	RP11-54O7.2	none	none	-1,-1,
591	ENST00000417705.1	chr1	-	852249	855072	852249	852249	4	852249,853401,854204,854714,	853100,853490,854295,855072,	0	RP11-54O7.3	none	none	-1,-1,-1,-1,
591	ENST00000342066.3	chr1	+	861117	879955	861321	879533	14	861117,861301,865534,866418,871151,874419,874654,876523,877515,877789,877938,878632,879077,879287,	861180,861393,865716,866469,871276,874509,874840,876686,877631,877868,878438,878757,879188,879955,	0	SAMD11	cmpl	cmpl	-1,0,0,2,2,1,1,1,2,1,2,1,0,0,
591	ENST00000598827.1	chr1	-	861263	866445	861263	866445	6	861263,863254,865555,865665,865989,866425,	861406,863261,865660,865719,865996,866445,	0	AL645608.1	incmpl	cmpl	1,0,0,0,2,0,
591	ENST00000478729.1	chr1	+	875725	877553	875725	875725	3	875725,876523,877515,	875842,876686,877553,	0	SAMD11	none	none	-1,-1,-1,
591	ENST00000327044.6	chr1	-	879583	894670	880073	894620	19	879583,880436,880897,881552,881781,883510,883869,886506,887379,887791,888554,889161,889383,891302,891474,892273,892478,894308,894594,	880180,880526,881033,881666,881925,883612,883983,886618,887519,887980,888668,889272,889462,891393,891595,892405,892653,894461,894670,	0	NOC2L	cmpl	cmpl	1,1,0,0,0,0,0,2,0,0,0,0,2,1,0,0,2,2,0,
591	ENST00000487214.1	chr1	-	889805	894689	889805	889805	7	889805,891302,891474,892273,892478,894308,894594,	889903,891393,891595,892405,892653,894461,894689,	0	NOC2L	none	none	-1,-1,-1,-1,-1,-1,-1,
591	ENST00000338591.3	chr1	+	895966	901095	896073	900571	12	895966,896672,897008,897205,897734,898083,898488,898716,899299,899486,899728,900342,	896180,896932,897130,897427,897851,898297,898633,898884,899388,899560,899910,901095,	0	KLHL17	cmpl	cmpl	0,2,1,0,0,0,1,2,2,1,0,2,
591	ENST00000379407.2	chr1	+	901876	910476	901911	909955	15	901876,902083,905656,905900,906065,906258,906456,906703,907454,907667,908240,908879,909212,909695,909821,	901994,902183,905803,905981,906138,906386,906588,906784,907530,907804,908390,909020,909431,909744,910476,	0	PLEKHN1	cmpl	cmpl	0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,
591	ENST00000379410.3	chr1	+	901876	910488	901911	909955	16	901876,902083,905656,905900,906065,906258,906492,906703,907454,907667,908240,908565,908879,909212,909695,909821,	901994,902183,905803,905981,906138,906386,906588,906784,907530,907804,908390,908706,909020,909431,909744,910488,	0	PLEKHN1	cmpl	cmpl	0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,
591	ENST00000379409.2	chr1	+	901881	910388	901911	909955	15	901881,902083,905656,905900,906065,906456,906703,907454,907667,908240,908565,908879,909212,909695,909821,	901994,902183,905803,905981,906386,906588,906784,907530,907804,908390,908706,909020,909431,909744,910388,	0	PLEKHN1	cmpl	cmpl	0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,
591	ENST00000433179.2	chr1	-	910578	917497	911551	917497	5	910578,911878,914260,916516,917444,	911649,912004,916037,916553,917497,	0	C1orf170	cmpl	cmpl	1,1,0,2,0,
591	ENST00000341290.2	chr1	-	910583	917473	911551	916546	5	910583,911878,914260,916516,917444,	911649,912004,916037,916553,917473,	0	C1orf170	cmpl	cmpl	1,1,0,0,-1,
592	ENST00000428771.2	chr1	-	934341	935552	934438	935353	3	934341,934905,935071,	934812,934993,935552,	0	HES4	cmpl	cmpl	1,0,0,
592	ENST00000304952.6	chr1	-	934343	935491	934438	935353	4	934343,934905,935071,935245,	934812,934993,935167,935491,	0	HES4	cmpl	cmpl	1,0,0,0,
592	ENST00000484667.2	chr1	-	934349	935361	934438	935353	3	934349,934905,935245,	934812,934993,935361,	0	HES4	cmpl	cmpl	1,0,0,
592	ENST00000458555.1	chr1	-	947376	948573	947376	947376	2	947376,948296,	947570,948573,	0	RP11-54O7.11	none	none	-1,-1,
592	ENST00000379389.4	chr1	+	948802	949920	948953	949858	2	948802,949363,	948956,949920,	0	ISG15	cmpl	cmpl	0,0,
592	ENST00000379370.2	chr1	+	955502	991496	955552	990361	36	955502,957580,970656,976044,976552,976857,977335,978618,978917,979202,979488,979713,980540,980738,981112,981343,981539,981776,982199,982706,982952,983155,983391,984246,984615,984945,985282,985612,985806,986105,986632,986832,987107,989132,989827,990203,	955753,957842,970704,976260,976777,977082,977542,978837,979112,979403,979637,979819,980657,980903,981256,981468,981645,982115,982337,982834,983067,983275,983745,984439,984831,985175,985417,985709,985971,986217,986749,987025,987195,989357,989931,991496,	0	AGRN	cmpl	cmpl	0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,2,2,1,1,2,2,0,0,1,2,2,1,
592	ENST00000477585.1	chr1	+	969485	976105	969485	969485	3	969485,970656,976044,	970083,970704,976105,	0	AGRN	none	none	-1,-1,-1,
592	ENST00000418300.1	chr1	+	990412	991496	990412	990412	2	990412,991277,	990595,991496,	0	RP11-54O7.14	none	none	-1,-1,
592	ENST00000427998.1	chr1	+	995113	1001836	995113	995113	4	995113,995659,998458,1001209,	995226,995773,998581,1001836,	0	RP11-465B22.3	none	none	-1,-1,-1,-1,
592	ENST00000453464.1	chr1	-	1007125	1009687	1007196	1007946	2	1007125,1009395,	1007955,1009687,	0	RNF223	cmpl	cmpl	0,-1,
9	ENST00000379339.1	chr1	-	1017197	1051461	1018272	1026923	12	1017197,1019294,1019860,1021257,1022518,1022881,1025732,1026255,1026851,1027370,1050401,1051439,	1018367,1019763,1019886,1021392,1022584,1022977,1025808,1026363,1026945,1027483,1050455,1051461,	0	C1orf159	cmpl	cmpl	1,0,1,1,1,1,0,0,0,-1,-1,-1,
9	ENST00000448924.1	chr1	-	1017197	1051736	1018272	1026923	11	1017197,1019294,1019860,1021257,1022518,1022881,1025732,1026255,1026851,1027370,1051439,	1018367,1019763,1019886,1021392,1022584,1022977,1025808,1026363,1026945,1027483,1051736,	0	C1orf159	cmpl	cmpl	1,0,1,1,1,1,0,0,0,-1,-1,
9	ENST00000294576.5	chr1	-	1017197	1051736	1018272	1026923	10	1017197,1019294,1019860,1021257,1022518,1022881,1025732,1026851,1027370,1051439,	1018367,1019763,1019886,1021392,1022584,1022977,1025808,1026945,1027483,1051736,	0	C1orf159	cmpl	cmpl	1,0,1,1,1,1,0,0,-1,-1,
9	ENST00000421241.2	chr1	-	1017202	1051478	1018272	1026923	10	1017202,1019732,1019860,1021257,1022518,1022881,1025732,1026851,1027370,1051439,	1018367,1019763,1019886,1021392,1022584,1022977,1025808,1026945,1027483,1051478,	0	C1orf159	cmpl	cmpl	1,0,1,1,1,1,0,0,-1,-1,
592	ENST00000379320.1	chr1	-	1017614	1027554	1018272	1026923	8	1017614,1019294,1019860,1021257,1022518,1022881,1025732,1026851,	1018367,1019763,1019886,1021392,1022584,1022977,1025808,1027554,	0	C1orf159	cmpl	cmpl	1,0,1,1,1,1,0,0,
592	ENST00000379319.1	chr1	-	1018079	1041507	1018272	1026923	10	1018079,1019732,1019860,1021257,1022518,1022881,1025732,1026851,1027370,1041335,	1018367,1019763,1019886,1021392,1022584,1022977,1025808,1026945,1027483,1041507,	0	C1orf159	cmpl	cmpl	1,0,1,1,1,1,0,0,-1,-1,
9	ENST00000482816.1	chr1	-	1019305	1051623	1019305	1019305	10	1019305,1019732,1019860,1021257,1022518,1022881,1025732,1026851,1027370,1051439,	1019466,1019763,1019886,1021392,1022584,1022977,1025808,1026945,1027483,1051623,	0	C1orf159	none	none	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
9	ENST00000437760.1	chr1	-	1019833	1051736	1019833	1026923	9	1019833,1020630,1021257,1022518,1022881,1025732,1026851,1027370,1051439,	1019886,1020690,1021392,1022584,1022977,1025808,1026945,1027483,1051736,	0	C1orf159	cmpl	cmpl	1,1,1,1,1,0,0,-1,-1,
593	ENST00000416774.1	chr1	+	1072396	1079436	1072396	1072396	3	1072396,1076204,1078118,	1072490,1076412,1079436,	0	RP11-465B22.5	none	none	-1,-1,-1,
593	ENST00000384997.1	chr1	+	1102483	1102578	1102483	1102483	1	1102483,	1102578,	0	MIR200B	none	none	-1,
593	ENST00000384875.1	chr1	+	1103242	1103332	1103242	1103242	1	1103242,	1103332,	0	MIR200A	none	none	-1,
593	ENST00000362106.1	chr1	+	1104384	1104467	1104384	1104384	1	1104384,	1104467,	0	MIR429	none	none	-1,
593	ENST00000379317.1	chr1	-	1108435	1114935	1108435	1108435	2	1108435,1114744,	1111776,1114935,	0	TTLL10-AS1	none	none	-1,-1,
593	ENST00000506177.1	chr1	+	1109263	1110414	1109263	1109263	2	1109263,1109900,	1109306,1110414,	0	TTLL10	none	none	-1,-1,
593	ENST00000379290.1	chr1	+	1109282	1133315	1114595	1133227	16	1109282,1109645,1109803,1114568,1115036,1115413,1115862,1116110,1117120,1117740,1118255,1119299,1120348,1131979,1132472,1132817,	1109306,1109701,1109869,1114713,1115117,1115720,1115981,1116240,1117195,1117826,1118427,1119471,1120489,1132096,1132566,1133315,	0	TTLL10	cmpl	cmpl	-1,-1,-1,0,1,1,2,1,2,2,1,2,0,0,0,1,
593	ENST00000379289.1	chr1	+	1109285	1133313	1114595	1133227	16	1109285,1109664,1109803,1114568,1115036,1115413,1115862,1116110,1117120,1117740,1118255,1119299,1120348,1131979,1132472,1132817,	1109306,1109701,1109869,1114713,1115117,1115720,1115981,1116240,1117195,1117826,1118427,1119471,1120489,1132096,1132566,1133313,	0	TTLL10	cmpl	cmpl	-1,-1,-1,0,1,1,2,1,2,2,1,2,0,0,0,1,
593	ENST00000379288.3	chr1	+	1115076	1121244	1115433	1120522	9	1115076,1115413,1115862,1116110,1117120,1117740,1118255,1119299,1120348,	1115233,1115720,1115981,1116240,1117195,1117826,1118427,1119471,1121244,	0	TTLL10	cmpl	cmpl	-1,0,2,1,2,2,1,2,0,
593	ENST00000328596.6	chr1	-	1138887	1141951	1138970	1141951	4	1138887,1139778,1140749,1141764,	1139340,1139866,1140872,1141951,	0	TNFRSF18	cmpl	cmpl	2,1,1,0,
593	ENST00000379268.2	chr1	-	1138890	1142071	1139223	1141951	5	1138890,1139413,1139778,1140749,1141764,	1139348,1139616,1139866,1140872,1142071,	0	TNFRSF18	cmpl	cmpl	1,2,1,1,0,
593	ENST00000486728.1	chr1	-	1139223	1141060	1139223	1140843	4	1139223,1139413,1139778,1140749,	1139348,1139616,1139866,1141060,	0	TNFRSF18	cmpl	cmpl	1,2,1,0,
593	ENST00000379265.5	chr1	-	1139223	1141951	1139223	1141951	5	1139223,1139434,1139778,1140749,1141764,	1139348,1139616,1139866,1140872,1141951,	0	TNFRSF18	cmpl	cmpl	1,2,1,1,0,
593	ENST00000379236.3	chr1	-	1146705	1149512	1146934	1149507	7	1146705,1147083,1147321,1148017,1148371,1149042,1149362,	1147005,1147212,1147518,1148084,1148473,1149165,1149512,	0	TNFRSF4	cmpl	cmpl	1,1,2,1,1,1,0,
593	ENST00000453580.1	chr1	-	1147398	1148878	1147398	1147398	4	1147398,1148017,1148371,1148774,	1147518,1148084,1148473,1148878,	0	TNFRSF4	none	none	-1,-1,-1,-1,
593	ENST00000360001.6	chr1	-	1152287	1167381	1152891	1164173	7	1152287,1153837,1154148,1158623,1159211,1163847,1167271,	1153068,1154013,1154307,1158737,1159348,1164326,1167381,	0	SDF4	cmpl	cmpl	0,1,1,1,2,0,-1,
593	ENST00000263741.7	chr1	-	1152310	1167411	1153049	1164173	7	1152310,1153837,1154148,1158623,1159211,1163847,1167271,	1153184,1154013,1154307,1158737,1159348,1164326,1167411,	0	SDF4	cmpl	cmpl	0,1,1,1,2,0,-1,
593	ENST00000545427.1	chr1	-	1156078	1167370	1156078	1164173	5	1156078,1158623,1159211,1163847,1167271,	1156110,1158737,1159348,1164326,1167370,	0	SDF4	cmpl	cmpl	1,1,2,0,-1,
593	ENST00000459994.2	chr1	-	1162651	1167348	1162651	1162651	3	1162651,1163847,1167271,	1162699,1164326,1167348,	0	SDF4	none	none	-1,-1,-1,
593	ENST00000379198.2	chr1	+	1167628	1170421	1167658	1168648	1	1167628,	1170421,	0	B3GALT6	cmpl	cmpl	0,
74	ENST00000330388.2	chr1	-	1177832	1182102	1177927	1182070	8	1177832,1178214,1178441,1178823,1179333,1179570,1179760,1181893,	1178026,1178293,1178532,1178932,1179485,1179655,1179877,1182102,	0	FAM132A	cmpl	cmpl	0,2,1,0,1,0,0,0,
594	ENST00000565563.1	chr1	-	1185156	1186714	1185156	1185156	1	1185156,	1186714,	0	RP5-902P8.12	none	none	-1,
594	ENST00000347370.2	chr1	-	1189293	1209234	1190582	1198741	7	1189293,1191424,1192371,1192587,1198725,1203112,1209045,	1190867,1191505,1192510,1192690,1198766,1203372,1209234,	0	UBE2J2	cmpl	cmpl	0,0,2,1,0,-1,-1,
594	ENST00000349431.6	chr1	-	1189849	1209265	1190582	1203372	7	1189849,1191424,1192371,1192587,1198725,1203241,1209045,	1190867,1191505,1192510,1192690,1198766,1203372,1209265,	0	UBE2J2	cmpl	cmpl	0,0,2,1,2,0,-1,
594	ENST00000339385.6	chr1	-	1190284	1201503	1190582	1201503	6	1190284,1191424,1192371,1192587,1198725,1201477,	1190867,1191505,1192510,1192690,1198766,1201503,	0	UBE2J2	cmpl	cmpl	0,0,2,1,2,0,
594	ENST00000348298.7	chr1	-	1190284	1209244	1190582	1198741	7	1190284,1191424,1192371,1192587,1198725,1203241,1209045,	1190867,1191505,1192510,1192690,1198766,1203372,1209244,	0	UBE2J2	cmpl	cmpl	0,0,2,1,0,-1,-1,
594	ENST00000400929.2	chr1	-	1190364	1209235	1190582	1198741	6	1190364,1191424,1192371,1192587,1198725,1209045,	1190867,1191505,1192510,1192690,1198766,1209235,	0	UBE2J2	cmpl	cmpl	0,0,2,1,0,-1,
594	ENST00000360466.2	chr1	-	1190543	1209106	1190582	1203372	7	1190543,1191424,1192371,1192587,1198725,1203241,1208878,	1190867,1191505,1192510,1192690,1198766,1203372,1209106,	0	UBE2J2	cmpl	cmpl	0,0,2,1,2,0,-1,
594	ENST00000400930.4	chr1	-	1190557	1209213	1190582	1203372	8	1190557,1191424,1192371,1192587,1198725,1200162,1203241,1209045,	1190867,1191505,1192510,1192690,1198766,1200210,1203372,1209213,	0	UBE2J2	cmpl	cmpl	0,0,2,1,2,2,0,-1,
